Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project_name,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,,,notes
SRX8944521,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450062,SRP277421,PRJNA657043,657043,SRS7200082,SAMN15813964,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11627614,15813964,GSE156206,GSM4726733,,AB5075,,,,,,,,,,,,,,,,,,,,,,,,
SRX8944522,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450063,SRP277421,PRJNA657043,657043,SRS7200084,SAMN15813963,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11627615,15813963,GSE156206,GSM4726734,,AB5075,,,,,,,,,,,,,,,,,,,,,,,,
SRX8944523,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450064,SRP277421,PRJNA657043,657043,SRS7200085,SAMN15813962,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11627616,15813962,GSE156206,GSM4726735,,AB5075,,,,,,,,,,,,,,,,,,,,,,,,
SRX1928983,9/29/16 16:56,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 4000,SRR3841876,SRP078280,PRJNA328520,328520,SRS1555260,SAMN05374967,SRA439454,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2779469,5374967,GSE84282,GSM2230770,27681618,,,,,,,,,,,,,,,,,,,,,,,,,
ERX1215168,4/5/16 8:54,509173,Acinetobacter baumannii AYE,470,1236,509173,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR1136296;ERR1136297,ERP013184,PRJEB11774,317837,ERS970954,SAMEA3663805,ERA534950,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ARK genomics Illumina Hiseq,0,0,2410996,4607240,,,,AYE,wild type genotype,,,,,,,,,,,,,,,,,,,,,,,
ERX1215169,4/5/16 8:54,509173,Acinetobacter baumannii AYE,470,1236,509173,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR1136298;ERR1136299,ERP013184,PRJEB11774,317837,ERS970955,SAMEA3663806,ERA534950,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ARK genomics Illumina Hiseq,0,0,2410997,4607241,,,,AYE,wild type genotype,,,,,,,,,,,,,,,,,,,,,,,
ERX1215170,4/5/16 8:54,509173,Acinetobacter baumannii AYE,470,1236,509173,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR1136300;ERR1136301,ERP013184,PRJEB11774,317837,ERS970956,SAMEA3663807,ERA534950,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ARK genomics Illumina Hiseq,0,0,2410998,4607242,,,,AYE,wild type genotype,,,,,,,,,,,,,,,,,,,,,,,
ERX1215171,4/5/16 8:54,509173,Acinetobacter baumannii AYE,470,1236,509173,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR1136302;ERR1136303,ERP013184,PRJEB11774,317837,ERS970957,SAMEA3663808,ERA534950,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ARK genomics Illumina Hiseq,0,0,2410999,4607243,,,,AYE,AdeRS deletion,,,,,,,,,,,,,,,,,,,,,,,
ERX1215172,4/5/16 8:54,509173,Acinetobacter baumannii AYE,470,1236,509173,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR1136304;ERR1136305,ERP013184,PRJEB11774,317837,ERS970958,SAMEA3663809,ERA534950,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ARK genomics Illumina Hiseq,0,0,2411000,4607244,,,,AYE,AdeRS deletion,,,,,,,,,,,,,,,,,,,,,,,
ERX1215173,4/5/16 8:54,509173,Acinetobacter baumannii AYE,470,1236,509173,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR1136306;ERR1136307,ERP013184,PRJEB11774,317837,ERS970959,SAMEA3663810,ERA534950,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ARK genomics Illumina Hiseq,0,0,2411001,4607245,,,,AYE,AdeRS deletion,,,,,,,,,,,,,,,,,,,,,,,
ERX1221046,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142205,ERP013238,PRJEB11825,317813,ERS977957,SAMEA3670808,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,University of Birmingham,201,1,2411002,,,,4607246,AYE,parental strain genotype,,,,AdeB deletion mutant,NONE,AYE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,AYE,,,
ERX1221048,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142207,ERP013238,PRJEB11825,317813,ERS977959,SAMEA3670810,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,University of Birmingham,201,1,2411004,,,,4607248,AYE,parental strain genotype,,,,AdeB deletion mutant,NONE,AYE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,AYE,,,
ERX1221049,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142208,ERP013238,PRJEB11825,317813,ERS977960,SAMEA3670811,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,University of Birmingham,201,1,2411005,,,,4607249,AYE,parental strain genotype,,,,AdeB deletion mutant,NONE,AYE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,AYE,,,
ERX1221050,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142209,ERP013238,PRJEB11825,317813,ERS977961,SAMEA3670812,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,University of Birmingham,201,1,2411006,,,,4607250,AYE,adeB deletion,,,,AdeB deletion mutant,NONE,AYE del_adeB,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,AYE,,,
ERX1221052,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142211,ERP013238,PRJEB11825,317813,ERS977963,SAMEA3670814,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,University of Birmingham,201,1,2411008,,,,4607252,AYE,adeB deletion,,,,AdeB deletion mutant,NONE,AYE del_adeB,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,AYE,,,
ERX1221053,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142212,ERP013238,PRJEB11825,317813,ERS977964,SAMEA3670815,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,University of Birmingham,201,1,2411009,,,,4607253,AYE,adeB deletion,,,,AdeB deletion mutant,NONE,AYE del_adeB,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,AYE,,,
SRX1928980,9/29/16 16:56,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 4000,SRR3841872,SRP078280,PRJNA328520,328520,SRS1555257,SAMN05374964,SRA439454,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2779466,GSE84282,GSM2230767,27681618,5374964,,,,,,"penicillin-binding protein inhibits selection of colistin-resistant, lipooligosaccharide-deficient Acinetobacter baumannii.",NONE,AYE LOS-,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,
SRX3737104,43461.4453,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765899,SRP133352,PRJNA435672,435672,SRS2993965,SAMN08583769,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5153726,GSE111038,GSM3020729,29939498,8583769,,,,,,Transcriptional analysis of P. gingivalis and A. baumannii,NONE,AB0057,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,
SRX3737105,43461.4453,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765900,SRP133352,PRJNA435672,435672,SRS2993966,SAMN08583768,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5153727,GSE111038,GSM3020730,29939498,8583768,,,,,,Transcriptional analysis of P. gingivalis and A. baumannii,NONE,AB0057,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,
SRX3737106,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765901,SRP133352,PRJNA435672,435672,SRS2993967,SAMN08583767,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5153728,GSE111038,GSM3020731,29939498,8583767,,,,,,Transcriptional analysis of P. gingivalis and A. baumannii,NONE,AB0057,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,
SRX3737107,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765902,SRP133352,PRJNA435672,435672,SRS2993968,SAMN08583766,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5153729,GSE111038,GSM3020732,29939498,8583766,,,,,,Transcriptional analysis of P. gingivalis and A. baumannii,NONE,AB0057,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,
ERX1221051,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142210,ERP013238,PRJEB11825,317813,ERS977962,SAMEA3670813,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,University of Birmingham,201,1,2411007,,,,4607251,AYE,adeB deletion,,,,AdeB deletion mutant,NONE,AYE del_adeB,,,,,,,,,,,,,,,,,
ERX1221047,4/5/16 8:54,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,ERR1142206,ERP013238,PRJEB11825,317813,ERS977958,SAMEA3670809,ERA535403,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,University of Birmingham,201,1,2411003,,,,4607247,AYE,parental strain genotype,,,,AdeB deletion mutant,NONE,AYE,,,,,,,,,,,,,,,,,
